State,Latitude,Longitude
CA,33.793078,-117.85491
CA,33.728299,-116.234539
CA,34.090409,-118.349598
CA,33.843486,-118.26218
CA,37.842392,-122.294069
CA,34.072718,-118.394833
CA,34.150096,-118.257286
CA,33.798037,-116.500994
CA,37.515493,-122.250601
CA,37.960176,-122.501002
CA,33.794375,-117.851058
CA,38.693414,-121.350156
CA,34.921789,-120.423734
CA,33.794245,-117.851011
CA,33.920839,-118.414942
CA,36.952581,-122.064943
CA,37.587126,-122.329055
CA,37.987115,-122.58865
CA,32.89967,-117.190868
CA,38.527887,-122.781432
CA,36.071693,-119.015527
CA,33.82623,-116.542134
CA,33.826377,-116.543105
CA,34.090408,-118.349576
CA,36.950042,-122.064771
CA,33.685383,-117.847286
CA,33.685531,-117.84885
CA,33.623215,-117.929468
CA,33.926681,-118.199572
CA,33.677808,-117.83694
CA,33.67784,-117.836961
CA,34.050617,-118.259447
CA,37.988633,-122.086784
CA,37.437058,-121.922649
CA,33.639588,-117.854826
CA,34.174032,-118.592395
CA,37.868212,-122.299413
CA,34.06156,-118.351572
CA,37.414038,-121.938468
CA,34.094058,-118.343716
CA,33.771782,-118.115103
CA,38.650373,-121.118432
CA,38.650291,-121.118552
CA,37.401085,-122.137162
CA,34.073227,-117.57158
CA,34.073066,-117.571691
CA,37.728362,-122.232031
CA,33.039008,-116.873688
CA,36.331693,-119.286883
CA,37.395726,-121.946364
CA,33.871359,-117.542568
CA,37.503236,-121.938913
CA,33.81127,-117.50748
CA,37.383932,-121.980867
CA,33.68562,-117.884363
CA,33.847783,-118.353223
CA,32.718095,-117.160758
CA,34.050714,-118.260492
CA,37.367315,-121.917611
CA,34.099006,-118.326148
CA,33.794867,-117.850401
CA,33.793469,-117.850374
CA,33.794083,-117.85005
CA,37.353537,-121.905828
CA,34.055625,-118.269713
CA,32.764743,-117.024051
CA,33.796216,-117.849779
CA,38.649367,-121.117581
CA,33.141546,-117.249353
CA,33.793762,-117.850263
CA,37.530941,-122.259237
CA,37.472281,-122.235214
CA,33.815433,-116.546255
CA,37.339571,-122.061186
CA,33.846816,-118.333152
CA,34.026094,-118.390689
CA,37.382996,-122.047375
CA,36.848573,-119.795321
CA,38.621974,-121.521017
CA,38.621187,-121.522437
CA,33.637374,-117.852129
CA,33.654079,-117.745668
CA,32.652072,-116.960386
CA,33.038995,-116.873771
CA,37.766536,-122.24265
CA,37.984102,-122.045693
CA,32.875507,-117.223675
CA,33.670082,-117.857103
CA,33.926437,-118.199694
CA,34.048887,-118.445649
CA,37.407694,-122.154126
CA,37.40644,-122.154478
CA,34.890711,-117.003371
CA,33.608855,-117.826898
CA,33.607821,-117.923002
CA,33.599874,-117.866517
CA,33.531895,-117.775547
CA,32.87572,-117.222714
CA,34.06447,-117.254042
CA,33.926319,-118.199741
CA,33.723342,-117.954221
CA,33.911211,-117.197838
CA,33.708549,-117.951223
CA,38.901433,-121.335164
CA,37.888196,-122.135167
CA,34.397213,-118.552805
CA,34.050837,-118.263032
CA,34.287161,-118.720276
CA,34.289244,-118.721001
CA,32.796134,-116.961324
CA,38.57675,-121.516112
CA,38.576783,-121.516179
CA,38.767973,-121.331502
CA,37.785976,-122.407309
CA,37.552143,-121.983053
CA,37.552903,-121.982444
CA,38.55123,-121.331897
CA,37.551013,-121.984213
CA,32.928969,-117.197395
CA,38.40172,-122.821771
CA,37.550821,-121.984339
CA,37.553186,-121.982488
CA,37.550897,-121.984043
CA,37.550656,-121.984258
CA,37.551868,-121.983568
CA,37.55287,-121.982739
CA,37.545095,-122.290985
CA,37.925971,-122.053929
CA,33.109323,-116.674964
CA,37.444574,-122.132946
CA,37.367649,-121.915048
CA,33.977202,-117.373712
CA,38.839555,-121.3175
CA,33.977501,-117.375172
CA,37.696642,-121.893531
CA,34.142358,-118.358434
CA,34.243069,-119.181688
CA,32.875514,-117.223879
CA,34.064371,-117.25408
CA,37.39537,-122.099084
CA,34.1426,-118.359305
CA,37.443343,-122.163232
CA,34.139,-118.360628
CA,34.141579,-118.353237
CA,32.928804,-117.197655
CA,38.338817,-122.676394
CA,33.979134,-117.372884
CA,33.94004,-118.129056
CA,33.940803,-118.129217
CA,33.67084,-117.839704
CA,37.701791,-121.926071
CA,37.86158,-122.267518
CA,37.696289,-121.893968
CA,37.326219,-121.947232
CA,33.756426,-117.98557
CA,34.156674,-118.827684
CA,37.696385,-121.893901
CA,33.66123,-117.771265
CA,37.696673,-121.893474
CA,33.98811,-118.385685
CA,33.987846,-118.38532
CA,33.987902,-118.385402
CA,34.178506,-118.874318
CA,37.330755,-121.894407
CA,37.892042,-122.120578
CA,37.934811,-122.346079
CA,37.788366,-121.309828
CA,37.806188,-122.272338
CA,34.030531,-118.383828
CA,37.710053,-121.803627
CA,33.91474,-117.262395
CA,34.133208,-117.92672
CA,33.775477,-117.892926
CA,37.948882,-122.509812
CA,37.948533,-122.511292
CA,38.343545,-122.670878
CA,34.136466,-117.90669
CA,33.654108,-117.99782
CA,33.971033,-117.322525
CA,37.349901,-121.994888
CA,37.420301,-122.141243
CA,37.420514,-122.141108
CA,37.063686,-122.002019
CA,37.426334,-122.175577
CA,37.426472,-122.176082
CA,37.396121,-122.077882
CA,34.049281,-118.243911
CA,37.270174,-122.015743
CA,37.36691,-121.873819
CA,37.41078,-121.89044
CA,37.410806,-121.890043
CA,34.07304,-118.401338
CA,34.157251,-118.64124
CA,34.189265,-118.601848
CA,34.189223,-118.601894
CA,33.674629,-117.841476
CA,33.191604,-117.254759
CA,36.329713,-119.64716
CA,33.65738,-118.002931
CA,34.14519,-118.133161
CA,33.732799,-117.994281
CA,33.658593,-118.000251
CA,33.678488,-117.999289
CA,34.057039,-118.406483
CA,33.702148,-117.963647
CA,33.726695,-117.953282
CA,34.09205,-118.351238
CA,34.081725,-118.384257
CA,37.383906,-121.982321
CA,37.383905,-121.98265
CA,40.430832,-120.657722
CA,37.383865,-121.982966
CA,37.419447,-122.139793
CA,33.640881,-117.866258
CA,37.420186,-122.141406
CA,34.055486,-118.253889
CA,37.50779,-122.247064
CA,32.777482,-117.148175
CA,32.77728,-117.150796
CA,32.776229,-117.151084
CA,37.382923,-121.980994
CA,37.420399,-122.141202
CA,37.451739,-122.12213
CA,37.670074,-121.843588
CA,33.670053,-117.766947
CA,32.882529,-117.210542
CA,34.031509,-118.400093
CA,33.664748,-117.761567
CA,37.663367,-122.39652
CA,33.670909,-117.768448
CA,37.382516,-121.981695
CA,37.381912,-121.96948
CA,37.389553,-122.092531
CA,37.76829,-122.393962
CA,38.322584,-122.679308
CA,37.507799,-122.247098
CA,33.557464,-117.211732
CA,33.719568,-117.797662
CA,37.381045,-121.969497
CA,37.383938,-121.973421
CA,34.051401,-118.25694
CA,33.77694,-117.8603
CA,37.381829,-121.969481
CA,37.381672,-121.969481
CA,33.976703,-118.029643
CA,34.1347,-118.051589
CA,34.184617,-118.309649
CA,33.976705,-118.029675
CA,33.659139,-117.767197
CA,36.97785,-122.022635
CA,37.600714,-122.391013
CA,34.279763,-119.292159
CA,34.273007,-119.257501
CA,33.973377,-118.450149
CA,37.42772,-122.200106
CA,34.273181,-119.257541
CA,37.70181,-121.926018
CA,34.137598,-118.361223
CA,37.520235,-122.253485
CA,37.602221,-122.392869
CA,37.524892,-122.257521
CA,37.524796,-122.259126
CA,37.520878,-122.256609
CA,32.783038,-117.010424
CA,32.780547,-117.013222
CA,32.873638,-117.214718
CA,32.921327,-117.116854
CA,33.661394,-117.864339
CA,37.367288,-121.917742
CA,37.366442,-121.919679
CA,33.668157,-117.768702
CA,37.371044,-121.926169
CA,37.367285,-121.920559
CA,37.548267,-121.981607
CA,36.328616,-119.645418
CA,33.941748,-118.133713
CA,37.333125,-122.02167
CA,38.104149,-122.570159
CA,37.36891,-121.923776
CA,37.371129,-121.926205
CA,37.367167,-121.920415
CA,37.367207,-121.920685
CA,37.320815,-122.023577
CA,34.151812,-118.819425
CA,37.394175,-121.956221
CA,34.052515,-118.252926
CA,36.96137,-120.063148
CA,36.953587,-120.036482
CA,37.66138,-121.038499
CA,34.090947,-118.345764
CA,34.091121,-118.345002
CA,34.053311,-118.252216
CA,33.956548,-118.417146
CA,33.683696,-117.848787
CA,34.153284,-118.820129
CA,37.522471,-122.257617
CA,34.151839,-118.820707
CA,33.669736,-117.766763
CA,36.953599,-120.036287
CA,37.413264,-121.941164
CA,33.64196,-117.857346
CA,34.397143,-118.553055
CA,37.549205,-121.985292
CA,37.782762,-122.391199
CA,34.049722,-118.25565
CA,37.318875,-121.948849
CA,34.020286,-118.423868
CA,37.318671,-121.948867
CA,33.993791,-117.733231
CA,33.731099,-117.998983
CA,37.396167,-122.075767
CA,33.85642,-117.922757
CA,34.056837,-118.41889
CA,33.998844,-117.730931
CA,33.655229,-117.736635
CA,34.06235,-118.362158
CA,37.726977,-122.231869
CA,34.092031,-117.608289
CA,37.972504,-122.528471
CA,37.654405,-121.890618
CA,33.003682,-117.116789
CA,37.663105,-122.394808
CA,33.647396,-117.83711
CA,33.650012,-117.841926
CA,33.647741,-117.837309
CA,33.381609,-117.252508
CA,37.696609,-121.818529
CA,33.51919,-117.617218
CA,35.257212,-120.669652
CA,33.661811,-117.866723
CA,33.642787,-117.837371
CA,33.642832,-117.83756
CA,35.350615,-119.101944
CA,33.662585,-117.774493
CA,33.982566,-118.405311
CA,34.061698,-118.416586
CA,37.410645,-121.951534
CA,37.696612,-121.818421
CA,33.040257,-116.873826
CA,33.904438,-118.387345
CA,37.314101,-121.935232
CA,34.03362,-118.240754
CA,33.978417,-117.373001
CA,32.752516,-117.202551
CA,32.99487,-117.26252
CA,32.994509,-117.262441
CA,34.062723,-117.281628
CA,33.654381,-117.748298
CA,34.169051,-118.500602
CA,37.556081,-122.288161
CA,37.415169,-121.973775
CA,37.534627,-122.257093
CA,37.539085,-122.255732
CA,34.083738,-118.382767
CA,37.315108,-121.934063
CA,33.876354,-117.919562
CA,37.538435,-122.255426
CA,37.698001,-122.088746
CA,37.548121,-122.315074
CA,37.537871,-122.257818
CA,37.331325,-121.893778
CA,37.451452,-122.179323
CA,34.096787,-117.29839
CA,38.637559,-121.06996
CA,33.652554,-117.747644
CA,37.894144,-122.059159
CA,38.015127,-122.031222
CA,34.096689,-117.298679
CA,37.774966,-122.416038
CA,32.631221,-117.076446
CA,32.771726,-117.137797
CA,34.418776,-119.869963
CA,34.063132,-117.61142
CA,37.426786,-122.17601
CA,37.486992,-122.181754
CA,37.615911,-122.385167
CA,37.615425,-122.393159
CA,37.842922,-122.296271
CA,33.949654,-118.06417
CA,34.415817,-119.840551
CA,38.744072,-121.224483
CA,37.371093,-122.016118
CA,34.054281,-118.414072
CA,37.32429,-122.009251
CA,38.294057,-122.475107
CA,34.061918,-118.343167
CA,33.661154,-117.742788
CA,38.291056,-122.459589
CA,34.418767,-119.870509
CA,37.317727,-122.028375
CA,37.325458,-122.042342
CA,37.65327,-122.088928
CA,33.664841,-117.755315
CA,38.165289,-122.25159
CA,37.964524,-122.344779
CA,38.562457,-121.494284
CA,33.665053,-117.859065
CA,33.688648,-117.884235
CA,34.032751,-118.456879
CA,33.7156,-117.929238
CA,37.616257,-122.384989
CA,37.792015,-122.40499
CA,37.709057,-122.118548
CA,37.785057,-122.43
CA,34.138937,-118.360574
CA,33.973377,-117.375787
CA,34.143037,-118.358283
CA,33.917603,-117.459359
CA,33.982504,-117.410462
CA,33.738053,-115.392256
CA,33.916608,-117.464123
CA,33.685992,-117.859781
CA,36.664737,-121.812175
CA,33.714787,-116.224873
CA,37.705633,-121.852653
CA,37.784104,-122.395858
CA,33.916607,-116.785522
CA,33.911467,-116.868371
CA,37.766051,-122.387537
CA,33.716067,-117.787057
CA,33.782366,-116.976979
CA,33.938515,-117.295029
CA,33.761869,-116.971674
CA,37.79081,-122.398522
CA,33.714805,-116.224712
CA,34.044839,-118.25
CA,33.719275,-117.79034
CA,37.895951,-122.50054
CA,33.787582,-117.222554
CA,33.613349,-114.596497
CA,33.787692,-117.225162
CA,37.56247,-122.326453
CA,33.685969,-117.859727
CA,34.138191,-118.356606
CA,33.117446,-117.263521
CA,37.564789,-122.322669
CA,34.066463,-118.430839
CA,34.13546,-118.352489
CA,34.065802,-118.429724
CA,37.133677,-121.631994
CA,34.062462,-118.290832
CA,33.878525,-117.576905
CA,33.860004,-117.826472
CA,34.13562,-118.355143
CA,34.137043,-118.351076
CA,33.606662,-117.702187
CA,37.350737,-121.934024
CA,32.834269,-117.1291
CA,33.757302,-118.199211
CA,34.038735,-118.269079
CA,34.091377,-118.381327
CA,37.766074,-122.387597
CA,33.136124,-117.160068
CA,32.798192,-117.094162
CA,37.897149,-122.499156
CA,34.135668,-118.35061
CA,33.136247,-117.15984
CA,32.873797,-117.206042
CA,34.038951,-118.268926
CA,34.045028,-118.265755
CA,37.410591,-121.976853
CA,33.666683,-117.754628
CA,34.139468,-118.36092
CA,34.143679,-118.341613
CA,34.088574,-118.333497
CA,37.47196,-122.23999
CA,34.079561,-118.076632
CA,34.088808,-118.33394
CA,37.487591,-122.216139
CA,35.131512,-118.446319
CA,37.79119,-122.39837
CA,37.415066,-121.976878
CA,37.388203,-122.04433
CA,37.125153,-121.662817
CA,33.688534,-117.881798
CA,34.146954,-118.138871
CA,37.366189,-120.425315
CA,37.125763,-121.662305
CA,37.416813,-122.148878
CA,37.655339,-121.89745
CA,33.662921,-117.746837
CA,34.024888,-118.3759
CA,34.025488,-118.380851
CA,37.432207,-122.163297
CA,34.053243,-118.252277
CA,35.298372,-120.657577
CA,34.05267,-118.248528
CA,33.977444,-117.330122
CA,37.43194,-122.182595
CA,33.970094,-117.326927
CA,33.696435,-117.865889
CA,37.991846,-122.087919
CA,33.97326,-117.332107
CA,33.815053,-117.92668
CA,32.834231,-117.129025
CA,37.403704,-121.978182
CA,33.83872,-117.995629
CA,33.592048,-117.660592
CA,38.424099,-121.418617
CA,32.892067,-117.241856
CA,38.594989,-121.365564
CA,33.893995,-118.395169
CA,38.658475,-121.129293
CA,34.138198,-117.576323
CA,38.422634,-121.372279
CA,33.816767,-118.00971
CA,33.78904,-118.028032
CA,33.81714,-117.974544
CA,33.789001,-117.992427
CA,33.873714,-117.906378
CA,36.274333,-119.311432
CA,33.891236,-118.299452
CA,38.677896,-121.31015
CA,34.131934,-117.615692
CA,33.858405,-117.960844
CA,33.920674,-118.396705
CA,37.809749,-122.244723
CA,37.870543,-122.26985
CA,33.806458,-118.357427
CA,34.063047,-117.742271
CA,33.861078,-118.143308
CA,38.016582,-121.815483
CA,38.363028,-122.715624
CA,38.019213,-122.137631
CA,33.670141,-117.86061
CA,38.612653,-122.873746
CA,38.612315,-122.873701
CA,33.609719,-117.880104
CA,33.677497,-117.849238
CA,38.574087,-121.504468
CA,33.67688,-117.850184
CA,37.773019,-122.391584
CA,38.301003,-122.28564
CA,34.158389,-118.495438
CA,34.152398,-118.337946
CA,32.87609,-117.205828
CA,33.823502,-118.339633
CA,33.817587,-118.308506
CA,33.798125,-118.306861
CA,33.712739,-116.217685
CA,34.083081,-118.381708
CA,32.721786,-117.16958
CA,34.050051,-118.253331
CA,33.646893,-117.834435
CA,33.83283,-118.116166
CA,33.801841,-116.458732
CA,37.463555,-122.429072
CA,34.104368,-117.543418
CA,37.548006,-121.986487
CA,38.300767,-122.285135
CA,37.768125,-122.394213
CA,33.628929,-117.937153
CA,37.781056,-122.392353
CA,33.837476,-118.315244
CA,37.979959,-122.030029
CA,38.406269,-122.328324
CA,34.063868,-118.353338
CA,33.922394,-117.983047
CA,40.882644,-123.991929
CA,37.346172,-121.932849
CA,40.883495,-123.998367
CA,33.647486,-117.836947
CA,33.621183,-117.876592
CA,35.391133,-120.609498
CA,34.276625,-119.292637
CA,38.457588,-122.73424
CA,33.714419,-116.216776
CA,37.580022,-122.345279
CA,33.621299,-117.876702
CA,33.621293,-117.876646
CA,37.349757,-121.934673
CA,37.973906,-122.526046
CA,33.904201,-118.385529
CA,33.904192,-118.386285
CA,33.644701,-117.917992
CA,38.1061,-122.27863
CA,33.68861,-117.863934
CA,37.549834,-121.985129
CA,34.150878,-118.131992
CA,34.144283,-118.131974
CA,37.37046,-122.038197
CA,34.061314,-118.413583
CA,37.548898,-121.985819
CA,34.268105,-119.20915
CA,33.637181,-117.848193
CA,38.233895,-122.642123
CA,38.231359,-122.644654
CA,32.881615,-117.205046
CA,37.54795,-121.965713
CA,34.614782,-120.195686
CA,39.725034,-121.83497
CA,34.056523,-117.544995
CA,37.981732,-121.804052
CA,38.099895,-122.270203
CA,33.804879,-117.92577
CA,33.905336,-118.387117
CA,33.641922,-117.845711
CA,34.191561,-118.594121
CA,33.672252,-117.761752
CA,34.049507,-118.26217
CA,34.045767,-118.444391
CA,34.087395,-118.315224
CA,37.936362,-122.344027
CA,37.505916,-121.960783
CA,33.726066,-116.404409
CA,33.720252,-116.387819
CA,33.73317,-116.389597
CA,33.720741,-116.379156
CA,33.724342,-116.392533
CA,33.720677,-116.376687
CA,37.548496,-121.985739
CA,37.869385,-122.290889
CA,37.448273,-122.158233
CA,34.308269,-119.113396
CA,37.489512,-122.22988
CA,33.905503,-118.386623
CA,38.065141,-122.645871
CA,38.520339,-121.396302
CA,33.976766,-118.39165
CA,33.736132,-118.005354
CA,38.297529,-122.280209
CA,34.026662,-118.388189
CA,37.48091,-122.170984
CA,34.174372,-118.593999
CA,37.220685,-121.979373
CA,34.096009,-117.710039
CA,37.28846,-121.95213
CA,37.451822,-122.186056
CA,37.224465,-121.982414
CA,37.714999,-122.193988
CA,38.402311,-122.359892
CA,38.403527,-122.361481
CA,38.050791,-122.149318
CA,33.649693,-117.747395
CA,37.86457,-122.312865
CA,37.248829,-121.965935
CA,34.031932,-118.475633
CA,37.662872,-122.121474
CA,37.22491,-121.977854
CA,33.668344,-117.913481
CA,38.060089,-122.515227
CA,32.714898,-117.16418
CA,37.325439,-122.042351
CA,37.51134,-122.332994
CA,33.649641,-117.74734
CA,37.451777,-122.185903
CA,37.33313,-121.889452
CA,34.091654,-117.891924
CA,37.944202,-122.061522
CA,37.947678,-122.062686
CA,33.671102,-117.842306
CA,34.219842,-119.154243
CA,34.258792,-119.2355
CA,34.051277,-118.251323
CA,37.54808,-121.976351
CA,34.186679,-119.160981
CA,34.087187,-117.889397
CA,33.678219,-117.674102
CA,33.67725,-117.675243
CA,34.027065,-118.387028
CA,34.062051,-118.35807
CA,37.90744,-122.063683
CA,37.377843,-122.031658
CA,33.87256,-117.926963
CA,35.439755,-119.07593
CA,37.378158,-122.03033
CA,33.679603,-117.838725
CA,37.438498,-122.157375
CA,34.088295,-118.329313
CA,37.580051,-122.345314
CA,32.581308,-117.13222
CA,33.908228,-118.012739
CA,37.794095,-122.271843
CA,37.381552,-122.075918
CA,37.360123,-121.868415
CA,34.152078,-118.330366
CA,33.038508,-117.284593
CA,33.739217,-118.397263
CA,33.775307,-117.939125
CA,33.674534,-117.916678
CA,33.775356,-117.939012
CA,37.384518,-121.892456
CA,38.331618,-122.69157
CA,37.70334,-121.851285
CA,38.020748,-122.541858
CA,33.619732,-117.874392
CA,33.879438,-117.883212
CA,33.788434,-117.911323
CA,38.460776,-122.735989
CA,33.907974,-118.012603
CA,33.974519,-118.430176
CA,38.796285,-121.316827
CA,37.395509,-121.954485
CA,37.531473,-122.263896
CA,37.530853,-122.265574
CA,34.094351,-117.719932
CA,34.096114,-117.716677
CA,34.139369,-118.216896
CA,38.406011,-122.71693
CA,37.531178,-122.264582
CA,38.789018,-121.215709
CA,33.666857,-117.757441
CA,33.654739,-117.860408
CA,33.670604,-117.763145
CA,38.751379,-121.255099
CA,37.536974,-122.254053
CA,37.539004,-122.256689
CA,32.949026,-117.241848
CA,33.768655,-118.191337
CA,33.61648,-117.870234
CA,37.899088,-122.059155
CA,37.479543,-122.174954
CA,33.815036,-117.926616
CA,37.927018,-122.05927
CA,37.332974,-121.895446
CA,37.995749,-122.072916
CA,33.984509,-117.371638
CA,35.305145,-119.034623
CA,32.775173,-117.126027
CA,37.53738,-122.256278
CA,34.441793,-119.729795
CA,33.797387,-117.89039
CA,39.235467,-121.04904
CA,33.620066,-117.873329
CA,38.296863,-122.289779
CA,37.549882,-121.984762
CA,33.597513,-117.240389
CA,33.618244,-117.871503
CA,33.654833,-117.860576
CA,38.106622,-122.56867
CA,38.29589,-122.283089
CA,32.71499,-117.167939
CA,37.022758,-120.07506
CA,37.709584,-121.888706
CA,34.09271,-118.378357
CA,34.050922,-118.254634
CA,37.711147,-121.888708
CA,37.926031,-122.053001
CA,39.119504,-123.514306
CA,37.338949,-121.880815
CA,37.338079,-121.879356
CA,33.973229,-117.331989
CA,37.257589,-122.034004
CA,37.258911,-122.033181
CO,39.391192,-107.084873
CO,39.703957,-104.937386
CO,39.679752,-104.96135
CO,39.73768,-104.83542
CO,39.562253,-104.868535
CO,39.737636,-104.835337
CO,39.672948,-104.824596
CO,39.673728,-104.9602
CO,39.677965,-104.964159
CO,40.147085,-105.128485
CO,39.769293,-104.890652
CO,40.55666,-105.086678
CO,40.556718,-105.086778
CO,39.67996,-104.769458
CO,40.02202,-105.264427
CO,39.858299,-105.064885
CO,39.618728,-105.012776
CO,40.568283,-105.083006
CO,39.642234,-106.371786
CO,39.6421,-106.37264
CO,40.568246,-105.083011
CO,40.45606,-106.816772
CO,39.603034,-104.896014
CO,39.664114,-105.202624
CO,37.271122,-107.879395
CO,39.7552,-105.222252
CO,39.756293,-105.220778
CO,39.741532,-105.199521
CO,39.755169,-105.220129
CO,39.756445,-105.225926
CO,39.744844,-104.995854
CO,40.579815,-105.081439
CO,38.912962,-104.814885
CO,39.723272,-104.984264
CO,38.880674,-104.717103
CO,40.143499,-105.126725
CO,39.793049,-105.078386
CO,39.741348,-105.51708
FL,25.785548,-80.18765
FL,25.65559,-80.383959
FL,25.807046,-80.334974
FL,26.306542,-81.810952
FL,25.974525,-80.142562
FL,25.974513,-80.142565
FL,28.541191,-81.374065
FL,28.540114,-81.37769
FL,28.547058,-81.374132
FL,25.957877,-80.146517
FL,27.769703,-82.643336
FL,29.485825,-81.208507
FL,26.181479,-80.146595
FL,29.186141,-82.134114
FL,27.987495,-81.691518
FL,26.232343,-80.089755
FL,26.232004,-80.096194
FL,27.946995,-82.456148
FL,30.319348,-81.675032
FL,25.819378,-80.336336
FL,30.164389,-81.701332
FL,30.329791,-81.65785
FL,30.326767,-81.654967
FL,30.336324,-81.665054
FL,26.093405,-80.249353
FL,28.352205,-81.589308
FL,25.781048,-80.141222
FL,29.640589,-82.349726
FL,30.481603,-81.651773
FL,25.750232,-80.259233
FL,25.706358,-80.284683
FL,26.714142,-80.053821
FL,26.185372,-80.195089
FL,28.40767,-81.573779
FL,28.058941,-82.417357
FL,26.13691,-80.126564
FL,27.335475,-82.540201
FL,25.776879,-80.194281
FL,30.521328,-87.315713
FL,28.33945,-81.531664
FL,26.209397,-80.141946
FL,25.803612,-80.36905
FL,26.097355,-80.251448
FL,27.384591,-82.45421
FL,27.983626,-82.496125
FL,27.270097,-82.466963
FL,29.678375,-82.318766
FL,28.096456,-81.954615
FL,26.723853,-80.087629
FL,26.724217,-80.086634
FL,26.726171,-80.086397
FL,26.276635,-81.80116
FL,30.321943,-81.542699
FL,28.41453,-81.405163
FL,25.74772,-80.255172
FL,28.553438,-81.396013
FL,28.331646,-81.537628
FL,28.590525,-81.370895
GA,33.864377,-84.466737
GA,34.187472,-84.130997
GA,33.848493,-84.306583
GA,34.082394,-84.279387
GA,33.934552,-84.352375
GA,33.762771,-84.376919
GA,34.100383,-84.520833
GA,33.97728,-84.002755
GA,33.776547,-84.241129
GA,33.447505,-84.14744
GA,33.934762,-84.354626
GA,33.756625,-84.387178
GA,33.77765,-84.245062
GA,33.852185,-84.366004
GA,33.851657,-84.365865
GA,33.78806,-84.385908
GA,33.850095,-84.375025
GA,33.838963,-84.378422
GA,33.838963,-84.378436
GA,33.92721,-84.348715
GA,34.065003,-84.28954
GA,33.847872,-84.369679
GA,34.063068,-84.29029
GA,34.532572,-83.983281
GA,33.847407,-84.368503
GA,33.800454,-84.218953
GA,33.773652,-84.23738
GA,33.774276,-84.299816
GA,34.578773,-83.331708
GA,33.937777,-83.36914
GA,33.945267,-83.377682
GA,33.821009,-84.388902
GA,33.777503,-84.399303
GA,33.780046,-84.398503
GA,33.823395,-84.387851
GA,33.837367,-84.380243
GA,33.779423,-84.405185
GA,33.793756,-84.395912
GA,34.071245,-84.277527
GA,34.070403,-84.278266
GA,34.070161,-84.275247
GA,34.020991,-84.167148
GA,34.192062,-83.898393
GA,32.517868,-84.953876
GA,32.462458,-84.993941
GA,33.756423,-84.383817
GA,33.753387,-84.383819
GA,33.787868,-84.386047
GA,33.761611,-84.391309
GA,33.781903,-84.393491
GA,33.901247,-84.780228
GA,33.956125,-83.372654
GA,33.753323,-84.383877
GA,33.775217,-84.389428
GA,33.747665,-84.387242
MA,42.349209,-71.074893
MA,42.396944,-71.104291
MA,42.614125,-71.323644
MA,42.574678,-70.772282
MA,42.458524,-71.070048
MA,42.334638,-71.120202
MA,42.342533,-71.12389
MA,42.334561,-71.120221
MA,42.351046,-71.044435
MA,42.365817,-71.040315
MA,42.296514,-71.489709
MA,42.345216,-71.064448
MA,42.570016,-70.975696
MA,42.186024,-72.347066
MA,42.158911,-72.329958
MA,42.368992,-71.077478
MA,42.338179,-71.105662
MA,42.363111,-71.089088
MA,42.367081,-71.105342
MA,42.447565,-71.225359
MA,42.64188,-71.129052
MA,42.343772,-71.099509
MA,42.356243,-71.055652
MA,42.415863,-71.152104
MA,42.138651,-71.056515
MA,42.267138,-71.79774
MA,42.337627,-71.209772
MA,42.3863,-71.078426
MA,42.321305,-71.111301
MA,42.361314,-71.430434
MA,42.372893,-72.516885
MA,42.677541,-70.836843
MA,42.402818,-71.127273
MA,42.390504,-71.566784
MA,42.323653,-71.400335
MA,42.653145,-71.327562
MA,42.353349,-71.060557
MA,42.275066,-71.810318
MA,42.334279,-71.120053
MA,42.354375,-71.109594
MA,42.343824,-71.122688
MA,42.461533,-71.167348
MA,42.334867,-71.070688
MA,42.233504,-70.966326
MA,42.321228,-71.100745
MA,42.701639,-71.12585
MA,42.384327,-72.511432
MA,42.641003,-71.336231
MA,42.337087,-71.168664
MA,42.275275,-71.810274
MA,42.402643,-71.080905
MA,42.376443,-72.519196
MA,42.366829,-71.092726
MA,42.404467,-71.081589
MA,42.581284,-71.793345
MA,42.539517,-71.739614
MA,42.367562,-71.089805
MA,42.358364,-71.10467
MA,42.363192,-71.085734
MA,42.635628,-71.242474
MA,42.649851,-71.32455
MA,42.539252,-71.610314
MA,42.365832,-71.063155
MA,42.335314,-71.108335
MA,42.495842,-71.193402
MA,42.350088,-71.060194
MA,42.355543,-71.054882
MA,42.112776,-72.747549
MA,42.34447,-71.030641
MA,42.384746,-72.524797
MA,42.385083,-72.525017
MA,42.344451,-71.032426
MA,42.350847,-71.045122
MA,42.355175,-71.053542
MA,42.050892,-70.18599
MA,42.487822,-71.223629
MA,42.350007,-71.140869
MA,42.391637,-72.532417
MA,42.388987,-71.21956
MA,42.808262,-70.871392
MA,42.38874,-72.523352
MA,42.406959,-71.253361
MA,42.396218,-71.119877
MA,42.386852,-71.098143
MA,42.246524,-71.674407
MA,42.404608,-71.117795
MA,42.379795,-71.094837
MA,42.004178,-71.335218
MA,42.167835,-70.906805
MA,42.332801,-71.103849
MA,42.531418,-71.751402
MA,42.363733,-71.088568
MA,42.373004,-71.078549
MA,41.579445,-71.089348
MA,42.197253,-70.768228
MA,42.304266,-71.39354
MA,42.268302,-71.842434
MA,42.68615,-71.121499
MA,42.353325,-71.052761
MA,42.405921,-71.255361
MA,42.350046,-71.042713
MA,42.122198,-72.747952
MA,42.586792,-71.158405
MA,42.48942,-71.195446
